,Day,WLM Error,Elo Error,Dim Error,MOV Error,DimV Error
0,10,0.46209812037329684,0.46209812037329684,0.46209812037329684,0.46209812037329684,0.46209812037329684
1,11,0.5941261547656673,0.5941261547656673,0.5941261547656673,0.5941261547656673,0.5941261547656673
2,12,0.6301338005090412,0.6301338005090412,0.6301338005090412,0.6304740279554442,0.6301615900904516
3,13,0.6469373685226156,0.6469373685226156,0.6469373685226156,0.6471868686499779,0.6469577475489833
4,14,0.6664876736153317,0.6664876736153317,0.6664876736153317,0.6641644927270971,0.665478088655095
5,15,0.6446285548574845,0.6587932763059569,0.6587932763059569,0.6565420882306571,0.6661117832249815
6,16,0.6475690776273306,0.6608753311092288,0.6608753311092288,0.6614574895826084,0.668493122820139
7,17,0.6501735406520515,0.662719436792127,0.662719436792127,0.6627765819122219,0.669760548175981
8,18,0.6791172534311617,0.6792172462806964,0.6792172462806964,0.6766732870136227,0.683440041859842
9,19,0.6768501671798236,0.6788947513581644,0.6788947513581644,0.6729652266956321,0.6838507572024836
10,20,0.690560989740126,0.6798767185031563,0.6798767185031563,0.672085841536026,0.6840658678181433
11,21,1.2212873048258888,0.6777529360984694,0.6777529360984694,0.6677117782129238,0.6825502429801661
12,22,1.4895152643233982,0.681117724831995,0.681117724831995,0.6732200915376164,0.684231975119589
13,23,1.7850378166920364,0.6841941818877343,0.6841941818877343,0.6794623456604472,0.6859833578252501
14,24,1.7718653933754227,0.6852741742459654,0.6852741742459654,0.6807922849515881,0.6864131997907504
15,25,1.7004203269270057,0.681878447806954,0.681878447806954,0.6768090873537692,0.6852229402682602
16,26,1.6112188130192797,0.6745541432680714,0.6745541432680714,0.6677691134448263,0.6820215291721801
17,27,1.5674883383966063,0.6734519061972499,0.6734519061972499,0.6673557558609061,0.6818302806673893
18,28,1.5006284982525269,0.6704981996527071,0.6704981996527071,0.6630379386256702,0.6802779130831399
19,29,1.4847259606321745,0.6696738549679185,0.6696738549679185,0.6619048245667185,0.6794846808451783
20,30,1.4755522634297586,0.6684570235434398,0.6684570235434398,0.6609324449004514,0.6788079201976515
21,31,1.4541708517282848,0.6707369526681756,0.6707369526681756,0.6620928759107702,0.6791218045902512
22,32,1.4305940562981283,0.6691321225633079,0.6691321225633079,0.6595738020607209,0.6780623286533096
23,33,1.3935020291667406,0.661715465022018,0.661715465022018,0.6516181061178299,0.6744820131214607
24,34,1.3812097880571066,0.6625415426388523,0.6625415426388523,0.6518787742870032,0.6745484097703099
25,35,1.3661698001405467,0.6601979520878928,0.6601979520878928,0.6491238073266764,0.6735747717112116
26,36,1.3425320151558389,0.6578055275404393,0.6578055275404393,0.6468012195751124,0.6725339913119461
27,37,1.3213413879290692,0.6564898586290772,0.6564898586290772,0.644525081690731,0.6715214548651717
28,38,1.3136448578565325,0.6558904152260675,0.6558904152260675,0.6436169433631802,0.6711621068406758
29,39,1.309748118045094,0.6557778123928621,0.6557778123928621,0.64352546719984,0.6711934208779039
30,40,1.2805972771054015,0.6520276953855226,0.6520276953855226,0.6403514809531918,0.6691007549603115
31,41,1.2688412543612135,0.6527117336191923,0.6527117336191923,0.6415915430730449,0.6692862232747816
