,Season,TeamID,SeaORtg,SeaDRtg,SeaOSR,SeaDSR,Elo
0,2014,1101,0.939509343725091,1.1655900314165695,0.3332742892569302,0.4302658053584667,1163.1375189543687
1,2014,1102,0.9825953451719409,1.0699398498282393,0.34240023912718554,0.3727002403291287,1426.2665555891044
2,2014,1103,1.0293155120741329,0.9930160755585431,0.3303248475662268,0.33145728185205015,1593.7522312359274
3,2014,1104,1.0333025207984612,1.0340851322364262,0.3659279986009443,0.32846461916157266,1567.554463968123
4,2014,1105,0.9522794489888358,0.9992156237120939,0.3312195251925076,0.3368696738855875,1323.2291482543833
5,2014,1106,1.0183029151977936,1.0286026456471686,0.3272020085075385,0.3418399864726007,1380.2783558625306
6,2014,1107,1.0367371971787795,0.9991075030870614,0.3518552591229684,0.3182790703360922,1500.9933121366798
7,2014,1108,0.9534020618556701,1.0499849689814433,0.34350515463917525,0.35284632833210366,1253.9512996589735
8,2014,1110,1.0460122699386505,0.9616321090806571,0.3865030674846625,0.3274726401312249,1590.3739386888005
9,2014,1111,0.9616465602974879,1.0752104262829216,0.3081679422320231,0.3923717792989125,1222.6888956168966
10,2014,1112,1.124923578561239,0.8886092164552268,0.3809297375631185,0.30421493825357043,1911.2656355364777
11,2014,1113,1.0665659773893346,0.9804815659233719,0.39852964040601463,0.3335928376800313,1684.6035086950508
12,2014,1114,0.9963757422645121,1.0558208075449456,0.3379531797844332,0.36905393457117597,1431.152767430095
13,2014,1115,0.9361046959199382,1.0501617096835563,0.3184500898126766,0.3739615701693195,1291.0516882413344
14,2014,1116,1.095411259104433,0.9711302865665283,0.3750866454096596,0.2926387557260039,1679.5766477115235
15,2014,1117,1.0740155250926078,1.0279355783308932,0.3799400703112097,0.34266471449487557,1484.5990053284775
16,2014,1119,1.0551198283490721,1.07477709626296,0.34345944504382186,0.35977933437375237,1460.6226230150571
17,2014,1120,1.053174505710426,1.0632393028505176,0.36337958983175733,0.3581093582327038,1525.4658883237328
18,2014,1122,1.0342123321243015,1.1021260906968173,0.3980982256641506,0.35946909180287556,1318.3510710936905
19,2014,1123,0.9432232032908011,1.0948705600603923,0.29048654596903073,0.40492769845505067,1249.0593329482595
20,2014,1124,1.1357805867810997,1.056375933163277,0.34465226922897524,0.33350494956822935,1779.8362094617162
21,2014,1125,1.1440392139227413,1.070077989115188,0.4270809911408914,0.36845648880659837,1592.8130294351195
22,2014,1126,0.9756872295088477,1.1227160950844812,0.2916606006061649,0.3722731960125863,1173.7883319127243
23,2014,1127,0.921693612012072,1.075025745359556,0.30321966613652596,0.3615150830130862,1221.2644432414831
24,2014,1129,1.135090414844581,1.051890776015764,0.37785131781113346,0.3938256544993902,1647.3775984762324
25,2014,1130,1.0830049574170586,1.1538894940465008,0.38680564382865135,0.3950093277742305,1422.543417768987
26,2014,1131,1.067897165458141,0.9999122883957549,0.35970116457921336,0.33207613367248484,1603.9045420623115
27,2014,1132,0.9113415377991464,0.9712521939115175,0.3168526425316635,0.31925195182472904,1436.1436027242592
